type,title,cast,country,rating,listed_in,combination
Movie,minutemen,jason dolley  luke benward  nicholas braun,united states,tv-g,"action-adventure, comedy, science fiction","Movie tv-g action-adventure, comedy, science fiction jason dolley  luke benward  nicholas braun united states"
Movie,miracle,kurt russell  patricia clarkson  noah emmerich,"canada, united states",pg,"drama, historical, sports","Movie pg drama, historical, sports kurt russell  patricia clarkson  noah emmerich canada, united states"
Movie,miracle at midnight,sam waterston  mia farrow  justin whalin,united states,tv-14,"drama, historical","Movie tv-14 drama, historical sam waterston  mia farrow  justin whalin united states"
Movie,miracle in lane 2,frankie muniz  rick rossovich  molly hagan,united states,tv-g,"biographical, drama, sports","Movie tv-g biographical, drama, sports frankie muniz  rick rossovich  molly hagan united states"
Movie,miracle landing on the hudson,todd boyce  miriam lucia  james mcgregor,united states,tv-g,"action-adventure, documentary","Movie tv-g action-adventure, documentary todd boyce  miriam lucia  james mcgregor united states"
Movie,mission to the sun,henry goodman  jack baker,united states,tv-pg,documentary,Movie tv-pg documentary henry goodman  jack baker united states
Movie,moana,auli'i cravalho  dwayne johnson  rachel house,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family auli'i cravalho  dwayne johnson  rachel house united states"
Movie,mom's got a date with a vampire,matthew o'leary  laura vandervoort  myles jeffrey,"canada, united states",tv-pg,"comedy, fantasy","Movie tv-pg comedy, fantasy matthew o'leary  laura vandervoort  myles jeffrey canada, united states"
Movie,monsters university,billy crystal  john goodman  steve buscemi,united states,g,"animation, buddy, comedy","Movie g animation, buddy, comedy billy crystal  john goodman  steve buscemi united states"
Movie,"monsters, inc.",john goodman  billy crystal  mary gibbs,united states,g,"animation, buddy, comedy","Movie g animation, buddy, comedy john goodman  billy crystal  mary gibbs united states"
Movie,motocrossed,alana austin  riley smith  mary-margaret humes,united states,tv-g,"drama, sports","Movie tv-g drama, sports alana austin  riley smith  mary-margaret humes united states"
Movie,mr. boogedy,richard masur  mimi kennedy  benjamin gregory,united states,tv-pg,"comedy, fantasy","Movie tv-pg comedy, fantasy richard masur  mimi kennedy  benjamin gregory united states"
Movie,mr. duck steps out,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,mr. mouse takes a trip,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,mulan ii,ming-na wen  b.d. wong  mark moseley,"united states, south korea, singapore, russia, malaysia, kazakhstan, taiwan, hong kong, japan, china, india, syria, iran, egypt, pakistan",g,"action-adventure, animation, family","Movie g action-adventure, animation, family ming-na wen  b.d. wong  mark moseley united states, south korea, singapore, russia, malaysia, kazakhstan, taiwan, hong kong, japan, china, india, syria, iran, egypt, pakistan"
Movie,muppet treasure island,tim curry  kevin bishop  billy connolly,united states,g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family tim curry  kevin bishop  billy connolly united states"
Movie,muppets most wanted,ricky gervais  ty burrell  tina fey,united states,pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family ricky gervais  ty burrell  tina fey united states"
Movie,my favorite martian,jeff daniels  christopher lloyd  elizabeth hurley,united states,pg,"comedy, science fiction","Movie pg comedy, science fiction jeff daniels  christopher lloyd  elizabeth hurley united states"
Movie,national treasure: book of secrets,nicolas cage  jon voight  harvey keitel,united states,pg,"action-adventure, mystery, thriller","Movie pg action-adventure, mystery, thriller nicolas cage  jon voight  harvey keitel united states"
Movie,newsies,christian bale  david moscow  bill pullman,united states,pg,"coming of age, drama, family","Movie pg coming of age, drama, family christian bale  david moscow  bill pullman united states"
Movie,newsies: the broadway musical,jeremy jordan  kara lindsay  ben fankhauser,united states,pg,"coming of age, drama, family","Movie pg coming of age, drama, family jeremy jordan  kara lindsay  ben fankhauser united states"
Movie,noelle,anna kendrick  bill hader  kingsley ben-adir,united states,g,"comedy, family, fantasy","Movie g comedy, family, fantasy anna kendrick  bill hader  kingsley ben-adir united states"
Movie,now you see it,alyson michalka  johnny pacar  frank langella,united states,tv-g,"coming of age, fantasy","Movie tv-g coming of age, fantasy alyson michalka  johnny pacar  frank langella united states"
Movie,olaf's frozen adventure,josh gad  idina menzel  kristen bell,united states,g,"animation, comedy, family","Movie g animation, comedy, family josh gad  idina menzel  kristen bell united states"
Movie,old yeller,dorothy mcguire  fess parker  jeff york,united states,g,"animals & nature, drama, family","Movie g animals & nature, drama, family dorothy mcguire  fess parker  jeff york united states"
Movie,oliver & company,joey lawrence  billy joel  cheech marin,united states,g,"action-adventure, animation, musical","Movie g action-adventure, animation, musical joey lawrence  billy joel  cheech marin united states"
Movie,once upon a mattress,carol burnett  tracey ullman  denis o'hare,united states,tv-pg,"comedy, family, fantasy","Movie tv-pg comedy, family, fantasy carol burnett  tracey ullman  denis o'hare united states"
Movie,one magic christmas,mary steenburgen  gary basaraba  elizabeth harnois,"canada, united states",g,"drama, fantasy","Movie g drama, fantasy mary steenburgen  gary basaraba  elizabeth harnois canada, united states"
Movie,one man band,unknown,united states,g,"animation, comedy, family","Movie g animation, comedy, family unknown united states"
Movie,operation dumbo drop,danny glover  ray liotta  denis leary,united states,pg,"action-adventure, animals & nature, comedy","Movie pg action-adventure, animals & nature, comedy danny glover  ray liotta  denis leary united states"
Movie,paris to pittsburgh,rachel brosnahan,united states,tv-pg,documentary,Movie tv-pg documentary rachel brosnahan united states
Movie,partly cloudy,tony fucile  lori richardson,united states,g,"animation, comedy, family","Movie g animation, comedy, family tony fucile  lori richardson united states"
Movie,party central,john goodman  billy crystal  dave foley,united states,pg,"animation, comedy, family","Movie pg animation, comedy, family john goodman  billy crystal  dave foley united states"
Movie,perri,winston hibler,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family winston hibler united states"
Movie,pete's dragon,bryce howard  oakes fegley  wes bentley,united states,pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy bryce howard  oakes fegley  wes bentley united states"
Movie,peter pan,bobby driscoll  kathryn beaumont  hans conried,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family bobby driscoll  kathryn beaumont  hans conried united states"
Movie,peter pan: return to never land,harriet owen  blayne weaver  corey burton,"united states, canada, australia",g,"action-adventure, animation, family","Movie g action-adventure, animation, family harriet owen  blayne weaver  corey burton united states, canada, australia"
Movie,phantom of the megaplex,taylor handley  corinne bohrer  caitlin wachs,"united states, canada",tv-g,"comedy, coming of age","Movie tv-g comedy, coming of age taylor handley  corinne bohrer  caitlin wachs united states, canada"
Movie,phineas and ferb the movie: across the 2nd dimension,vincent martella  ashley tisdale  thomas brodie-sangster,"united states, taiwan, china",tv-g,"action-adventure, animation, comedy","Movie tv-g action-adventure, animation, comedy vincent martella  ashley tisdale  thomas brodie-sangster united states, taiwan, china"
Movie,phineas and ferb: mission marvel,vincent martella  ashley tisdale  thomas brodie-sangster,unknown,tv-g,"action-adventure, animation, comedy","Movie tv-g action-adventure, animation, comedy vincent martella  ashley tisdale  thomas brodie-sangster unknown"
Movie,piglet's big movie,john fiedler  jim cummings  andre stojka,united states,g,"action-adventure, animation, kids","Movie g action-adventure, animation, kids john fiedler  jim cummings  andre stojka united states"
Movie,pinocchio,dickie jones  christian rub  cliff edwards,united states,g,"animation, family, fantasy","Movie g animation, family, fantasy dickie jones  christian rub  cliff edwards united states"
Movie,piper,unknown,united states,g,"animals & nature, animation, family","Movie g animals & nature, animation, family unknown united states"
Movie,pirates of the caribbean: at world's end,johnny depp  orlando bloom  keira knightley,united states,pg-13,"action-adventure, fantasy","Movie pg-13 action-adventure, fantasy johnny depp  orlando bloom  keira knightley united states"
Movie,pirates of the caribbean: dead man's chest,johnny depp  orlando bloom  keira knightley,united states,pg-13,"action-adventure, fantasy","Movie pg-13 action-adventure, fantasy johnny depp  orlando bloom  keira knightley united states"
Movie,pirates of the caribbean: the curse of the black pearl,johnny depp  geoffrey rush  orlando bloom,united states,pg-13,"action-adventure, fantasy","Movie pg-13 action-adventure, fantasy johnny depp  geoffrey rush  orlando bloom united states"
Movie,pixel perfect,ricky ullman  leah pipes  spencer redford,united states,tv-g,"comedy, coming of age, music","Movie tv-g comedy, coming of age, music ricky ullman  leah pipes  spencer redford united states"
Movie,planet of the birds,rodd houston,unknown,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family rodd houston unknown"
Movie,pluto and the gopher,unknown,united states,tv-pg,"animation, comedy, family","Movie tv-pg animation, comedy, family unknown united states"
Movie,pluto's christmas tree,jimmy macdonald  pinto colvig  clarence nash,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids jimmy macdonald  pinto colvig  clarence nash united states"
Movie,pluto's surprise package,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,pluto's sweater,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
